Place ID,displayName,formattedAddress,rating,priceLevel,reservable,outdoorSeating,servesDessert,goodForChildren
ChIJJ8aMMeYxMTARiRZXV-F5XYk,Eatsy Kitchen Healthy Catering Medan,"Komplek Kejaksaan, Jl. Stella I No.28, Simpang Selayang, Kec. Medan Tuntungan, Kota Medan, Sumatera Utara 20135, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJf0rJvK4xMTAR3yCU8jiOSQg,CATERING LESSSALT MEDAN,"Jl. Aipda KS Tubun No.2, Pandau Hulu I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20211, Indonesia",4.9,unknown,unknown,unknown,unknown,unknown
ChIJ2yMbs9AED4gRzeLKL5keCgA,Catering bulanan Simple Food,"Dibelakang komp. MMTC pancing, Jl. Selamat Ketaren Jl. Teratai Dalam, Kenangan Baru, Kec. Percut Sei Tuan, Kota Medan, Sumatera Utara 20371, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJa5ebiDUwMTARioQsF2jeXcw,Catering medan,"Gg. Bersama, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20154, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJkf-jmFVeXIYRjmsdfvxJar8,Tip Top Restaurant,"Jl. Jend. Ahmad Yani No.92 A-B, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20212, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJvxQaTlQxMTARQDKbrAe-K4E,Rantangan Medan,"Jalan Letda Sujono, Gg. Bali Dalam No.2, Bandar Selamat, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20223, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJsaYUj_aEt4cR0AJSouUUoZM,KFC,"Jl. Sisingamangaraja Kelurahan No.41, Sitirejo III, Kec. Medan Kota, Kota Medan, Sumatera Utara 20216, Indonesia",4.4,PRICE_LEVEL_MODERATE,unknown,True,True,True
ChIJS1m-AVUwMTARfnvQ15LtTJg,Rumah Blepots,"Jl. Medan Area Selatan No.66, Sukaramai I, Kec. Medan Area, Kota Medan, Sumatera Utara 20227, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJ35xlwQjAKhMRmXv94eah9ac,Sushi Mentai,"Jl. DR. Cipto No.2, Anggrung, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.6,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJEfwsALAxMTARJnaJpYPiMXs,Niang Mama,"Jl. Pekanbaru No.28, Pandau Hulu I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20211, Indonesia",4.5,unknown,True,True,True,True
ChIJV3-mOgAvMTARyVerHt9ohp4,Moms catering medan,"Jl. Danau Singkarak, Sei Agul, Kec. Medan Bar., Kota Medan, Sumatera Utara 20127, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJ2aXaDMrqwIcRCmkagb2mHU8,Sawasdee Thai Restaurant,"Jl. Multatuli Raya, Blok-FF No.36-37, Hamdan, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20151, Indonesia",4.5,PRICE_LEVEL_EXPENSIVE,True,False,True,True
ChIJsazVbdsxMTARtF_wG04576Q,Restoran Garuda - Adam Malik,"Jl. H. Adam Malik D/H Glugur ByPass No.14, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20114, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJvTVNd-chLk0Rk3ObbDfRoEM,Garuda Restaurant,"Jl. Palang Merah No.26A, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20151, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJgXqWX8gxMTARH-xlKNLRd3c,Jajananmedan,"Jl. Gandhi No.79, Sei Rengas I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20214, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJhYvbf8ExMTARRYf52NSroDA,Yurich martabak & kebab House,"Jl. Putri Merak Jingga No.8H 8i, Kesawan, Medan Barat, Medan City, North Sumatra 20111, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,True,unknown,True
ChIJ4ZWJgMcxMTARlwUaVf3iNwM,Mie Zhou (├ÑÔÇÿ┬¿├Ñ┬«┬Â├®┬║┬Á - Zhou's Noodles),"Jalan Timor No.10 TT/47, Gg. Buntu, Kec. Medan Tim., Kota Medan, Sumatera Utara 20232, Indonesia",4.6,PRICE_LEVEL_MODERATE,unknown,unknown,unknown,True
ChIJ01TKUnzQ2IcRm7fVfILnEnw,Ji Long Chinese Restaurant,"Grand City Hall Medan, JL.Balai Kota ,Medan Kota 20112, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20149, Indonesia",4.6,unknown,True,False,True,True
ChIJfYMdsrUxMTARFknig0qI7do,Nasi Ayam HAINAM 10 SP,"Jl. Selat Panjang No.10, RT.02, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia",4.5,unknown,unknown,unknown,unknown,True
ChIJ9RzyWYSVEkcRfxNkRwQ3Fqs,Kuliner,"Gg. Pendidikan No.71, Ps. Merah Tim., Kec. Medan Area, Kota Medan, Sumatera Utara 20217, Indonesia",5,unknown,unknown,unknown,unknown,True
ChIJJdVBYUEayUwRU6owVWWwIbI,HackEat!,"Jalan Palang Merah Ruko Royal Residence No: 10 - 11, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20151, Indonesia",unknown,unknown,unknown,unknown,unknown,True
ChIJsXE3nKsxMTAR3Jye28uxpZo,RM Gek Lan 181,"Gg. Baru Jl. Berlian Sari No.181, Kedai Durian, Kec. Medan Johor, Kota Medan, Sumatera Utara 20145, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,False,False,True
ChIJ6WblKMkxMTAR-v-JcK5Uz78,Rumah Makan David,"Jl. Hindu No.3, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20231, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,False,unknown,True
ChIJ03ano3wxMTAR34yNwmza5IU,KEWIN KITCHEN,"Jl. DR. Cipto No.9, Anggrung, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.3,unknown,True,True,True,True
ChIJAQAAADXH1C8Rff2qhMD6iyM,Owner Rumah Food Kita Kita Padang/ Gofood Grabfood Ojekfood,"Jl. Selamat No.11-13, Binjai, Kec. Medan Denai, Kota Medan, Sumatera Utara 20228, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJJ8aMMeYxMTARiRZXV-F5XYk,Eatsy Kitchen Healthy Catering Medan,"Komplek Kejaksaan, Jl. Stella I No.28, Simpang Selayang, Kec. Medan Tuntungan, Kota Medan, Sumatera Utara 20135, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJG8yh-youMTARY-4PETbrKfU,KOMPAK MEDAN Resto N Cafe,"Jl. Sei Batang Serangan No.93, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153, Indonesia",5,PRICE_LEVEL_INEXPENSIVE,True,True,True,True
ChIJsXvSZdIxMTARiAWs6zieId4,RM Jenggala,"Jl. Jenggala No.36, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.6,unknown,unknown,unknown,False,True
ChIJFwYXUYqEt4cRqoP34n5Z_q8,Fast Food Restaurant,"Jl. Datuk Kabu No.58, Denai, Kec. Medan Denai, Kota Medan, Sumatera Utara 20371, Indonesia",unknown,unknown,unknown,unknown,unknown,True
ChIJLdf0JFYwMTARr9HraMdMDAg,Rumah Makan Family Kita,"Jl. Arief Rahman Hakim No.143, Tegal Sari III, Medan, Kota Medan, Sumatera Utara 20216, Indonesia",4.3,unknown,unknown,False,unknown,True
ChIJHTc68h4uMTARsu6iZTebGyM,Rumah Makan AIK,"Jl. Danau Singkarak Kelurahan No.12, Sei Agul, Kec. Medan Bar., Kota Medan, Sumatera Utara 20117, Indonesia",4.1,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJQ5pQUENryYcRqyETTNK5-K0,Jade Restaurant,"JW Marriott Medan, Jl. Putri Hijau No.10, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia",4.5,unknown,True,False,True,True
ChIJA6vCUNIxMTARjHYVYE0sbiA,Cahaya Baru Indianfood (Rumah Makan Cahaya Baru/├á┬«┼í├á┬«ÔÇó├á┬«┬»├á┬«┬¥ ├á┬«┬¬├á┬«┬¥├á┬«┬░├á┬»┬ü ├á┬«ÔÇí├á┬«┬¿├á┬»┬ì├á┬«┬ñ├á┬«┬┐├á┬«┬» ├á┬«ÔÇ░├á┬«┬ú├á┬«┬Á├á┬»┬ü/Jabu Mangan Cahaya Baru),"Jl. Teuku Cik Ditiro No.12/16, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.3,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJqdCQgOMl34cROqaaJBkM58Y,Almo,"Jl. Imam Bonjol No.56, Suka Damai, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20157, Indonesia",5,unknown,unknown,unknown,unknown,True
ChIJHwbb198xMTARBn8KHlYirQo,Rumah Makan 88C,"Jl. Sekip No.88C, Sei Putih Tim. I, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia",4.6,PRICE_LEVEL_INEXPENSIVE,unknown,False,unknown,True
ChIJ-Zv2D7MxMTARIoMW_cQzAwk,Laksa Medan Rumah Makan,"Jl. Yose Rizal No.50/108, Sei Rengas I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20211, Indonesia",4.3,unknown,unknown,unknown,unknown,True
ChIJ2aXaDMrqwIcRCmkagb2mHU8,Sawasdee Thai Restaurant,"Jl. Multatuli Raya, Blok-FF No.36-37, Hamdan, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20151, Indonesia",4.5,PRICE_LEVEL_EXPENSIVE,True,False,True,True
ChIJbUpIXlolMTARMfl2szpLfrQ,RUMAH MAKAN KELUARGA,"Jalan Jamin Ginting No. 435, Padang Bulan, Kwala Bekala, Kec. Medan Johor, Kota Medan, Sumatera Utara 20131, Indonesia",4.4,unknown,unknown,False,False,True
ChIJs9mrhcoxMTAREPUbQbT53BU,"Miramar Restaurant, Medan","Jl. Pemuda No.11 ABC, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212, Indonesia",4.4,PRICE_LEVEL_EXPENSIVE,True,False,True,True
ChIJ01TKUnzQ2IcRm7fVfILnEnw,Ji Long Chinese Restaurant,"Grand City Hall Medan, JL.Balai Kota ,Medan Kota 20112, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20149, Indonesia",4.6,unknown,True,False,True,True
ChIJh3UEsPJiz4cRmO7kNCj1g9g,Lebanon Restaurant,"Petisah Tengah, Medan Petisah, Medan City, North Sumatra, Indonesia",4.5,unknown,True,unknown,True,True
ChIJq6qqqtUvMTAR1UbjRddsMYM,Al Jazeerah Restaurant & Cafe Medan,"Jl. K.H. Wahid Hasyim No.66, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154, Indonesia",4.4,unknown,True,unknown,True,True
ChIJe5beFwgxMTARm9-1MBM4bFM,Almasqa Resto | Kuliner Timur Tengah,"Jl. Arief Rahman Hakim, Sukaramai I, Kec. Medan Area, Kota Medan, Sumatera Utara 20217, Indonesia",4.6,unknown,True,unknown,unknown,True
ChIJ7cSrJ6tM34cRnbfrlBQNy7A,The Upper Level,"Jl. Taruma No.52 Level 2, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.7,unknown,True,False,True,unknown
ChIJLd08mr4xMTARphLSzN5sLDs,INTERLOKAL,"Gedung Istana Koki, Jl. Teuku Cik Ditiro No.110A, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.7,unknown,True,unknown,True,True
ChIJwdM51QfzjIgRhFkBleBC-DA,The Edge Restaurant,"Jl. S. Parman No.217, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia",4.5,unknown,True,True,True,True
ChIJ85CC0KcvMTARnQ3BsS0U5lw,Higher Steps Dining,"Jl. Sunggal, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122, Indonesia",4.3,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJ03ano3wxMTAR34yNwmza5IU,KEWIN KITCHEN,"Jl. DR. Cipto No.9, Anggrung, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.3,unknown,True,True,True,True
ChIJ8e_AIJ57yIcRg-81HRR27LU,Orchid Restaurant,"Jl. Sutomo No.1, Perintis, Kec. Medan Tim., Kota Medan, Sumatera Utara 20235, Indonesia",4.3,unknown,True,unknown,True,True
ChIJ4SWUxGhZwokRjXIRMaWgn9I,O'Flahertys,"Jl. Komodor Udara Adi Sucipto No. 8 U-V, Medan Polonia, Suka Damai, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20219, Indonesia",4.4,PRICE_LEVEL_EXPENSIVE,True,False,True,True
ChIJQ4RX9-4vMTARPnwmoY7cm1g,GH Corner (GHC) Medan,"Jl. Dr. Mansyur No.84B, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20153, Indonesia",4.5,unknown,True,unknown,True,True
ChIJgdkD2b7stocRbVjMGALzEW4,Prime Steakhouse,"JW Marriott Hotel, Jl. Putri Hijau No.10 Lantai LG, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia",4.6,unknown,True,unknown,True,False
ChIJqUG4acYvMTARWSccb4HAFU4,Desadesa Resto,"Jl. Setia Budi No.190/12, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20154, Indonesia",4.3,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJs9mrhcoxMTAREPUbQbT53BU,"Miramar Restaurant, Medan","Jl. Pemuda No.11 ABC, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212, Indonesia",4.4,PRICE_LEVEL_EXPENSIVE,True,False,True,True
ChIJ2aXaDMrqwIcRCmkagb2mHU8,Sawasdee Thai Restaurant,"Jl. Multatuli Raya, Blok-FF No.36-37, Hamdan, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20151, Indonesia",4.5,PRICE_LEVEL_EXPENSIVE,True,False,True,True
ChIJQ-27X9IxMTARMRFoCdhC_bY,Socrates Vegan,"Jl. Airlangga No.14 - C, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.6,PRICE_LEVEL_MODERATE,True,unknown,True,True
ChIJuZpUlDcxMTARiUjy6PGtEk4,Sedap Nusantara Resto,"Jl. Multatuli No.30abc, Hamdan, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20151, Indonesia",4.2,unknown,True,unknown,unknown,True
ChIJkf-jmFVeXIYRjmsdfvxJar8,Tip Top Restaurant,"Jl. Jend. Ahmad Yani No.92 A-B, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20212, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJ37FS9Nw7dYgRLFQQWKd_cmE,Taipan Restaurant,"Capital Building, Jl. Putri Hijau No.1A Lantai 1, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia",4.6,PRICE_LEVEL_EXPENSIVE,True,False,True,True
ChIJHepGWVLTD4gRq7FdjxR7boM,BISTRONOMIX,"Jl. Perintis Kemerdekaan, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236, Indonesia",4.6,unknown,True,True,True,False
ChIJwXNmlIUxMTARqLjuFDBsyaM,Nasi Biryani & Shawarma Ummi Maryam,"Jl. Suka Sehat No.2a, Suka Maju, Kec. Medan Johor, Kota Medan, Sumatera Utara 20217, Indonesia",4.7,PRICE_LEVEL_MODERATE ,True,unknown,unknown,unknown
ChIJNbRl-57kuocR6PS90U7zVxE,MEXICAN KEBAB,"HMR3+Q75, Jl. Ayahanda, Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113, Indonesia",5,unknown,unknown,unknown,unknown,True
ChIJ2UxS47WJK4gR8VBNk7FKnao,EL BORRITOZ CAMBRIDGE,"Cambridge City Square, Jl. S. Parman No.217, Petisah Tengah, Medan Petisah, Medan City, North Sumatra 20151, Indonesia",5,unknown,unknown,unknown,unknown,True
ChIJw9KxodzswIcRrLBqbgHy4Xc,The Onyx,"Jl. Gatot Subroto No.395, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20119, Indonesia",5,unknown,True,unknown,True,True
ChIJIfPmymwzMTARZZPIAlhWtbE,EL BORRITOZ CEMARA ASRI,"JMPX+756, Bundaran Cemara Asri, Medan Estate, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20371, Indonesia",4.3,unknown,unknown,unknown,unknown,True
ChIJSaDqFOIvMTARbF1LAGt86Hw,Warkop.Pablo,"Jl. Sei Serayu No.115, Babura Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20154, Indonesia",4.3,unknown,unknown,unknown,unknown,unknown
ChIJPcXH64CEt4cRLqOvaER2qok,Pizza Hut Restoran,"Jl. Jenderal Besar A.H. Nasution, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara 20143, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,unknown,True,True
ChIJ97mtn415ToYRCXExw-vox-c,El├óÔé¼Ôäós Pizzeria,"Jl. Dame No.18, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.7,unknown,True,False,True,True
ChIJk3-uNgAxMTARBYBwft1tiE8,Mastercheese pizza medan,"Jl. Pemuda No.10, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20151, Indonesia",4.8,unknown,True,unknown,unknown,True
ChIJbbjx748Tt4cRJTARdKWT2RQ,Pizza Hut Restoran - Sisingamangaraja,"Jl. Sisingamangaraja No.62, Teladan Bar., Kec. Medan Kota, Kota Medan, Sumatera Utara 20215, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJPcXH64CEt4cRLqOvaER2qok,Pizza Hut Restoran,"Jl. Gunung Krakatau No.24, Pulo Brayan Darat II, Kec. Medan Tim., Kota Medan, Sumatera Utara 20237, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJPcXH64CEt4cRLqOvaER2qok,Pizza Hut Restoran,"Jl. Gajah Mada No.19, Petisah Hulu, Kec. Medan Baru, Kota Medan, Sumatera Utara 20151, Indonesia",4.4,PRICE_LEVEL_MODERATE,False,unknown,True,True
ChIJPcXH64CEt4cRLqOvaER2qok,Pizza Hut Restoran,"Jl. H. Adam Malik No.15, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20113, Indonesia",4.4,PRICE_LEVEL_MODERATE,False,True,True,True
ChIJPcXH64CEt4cRLqOvaER2qok,Pizza Hut Restoran,"Jl. Setiabudi Abadi I No.203, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20132, Indonesia",4.5,PRICE_LEVEL_MODERATE,False,False,True,True
ChIJPcXH64CEt4cRLqOvaER2qok,Pizza Hut Restoran,"Jl. Ring Road, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122, Indonesia",4.6,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJ5cd07McxMTARSNlA7dxQvc0,Pizza Hut Restoran - Center Point Medan,"Mall, Centre Point, Jl. Jawa No.1 LG-34, Gang Buntu, Medan Timur, Medan City, North Sumatra 20236, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,unknown,True,True
ChIJibj4_WoxMTARvlDGTbguAUs,Pizza Hut Pancing Medan,"Komplek MMTC, Jl. Pancing Ruko No.23 - 26, Bantan Tim., Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJma9WlbExMTARbmyCsqGrSik,Pizza Hut Restoran - Thamrin Plaza,"Thamrin Plaza Lt. Dasar Jalan Thamrin No. 75 R, Sei Rengas II, Kec. Medan Area, Kota Medan, Sumatera Utara 20214, Indonesia",4.4,PRICE_LEVEL_MODERATE,False,False,True,True
ChIJ03ano3wxMTAR34yNwmza5IU,KEWIN KITCHEN,"Jl. DR. Cipto No.9, Anggrung, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.3,unknown,True,True,True,True
ChIJw1ibqjouMTARFcO0rc0Mxzc,Pizza Hut Restoran - Plaza Medan Fair,"Plaza Medan Fair Lt.2 /B2-26, Jl. Gatot Subroto No.30, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113, Indonesia",3.9,PRICE_LEVEL_MODERATE,True,unknown,True,True
ChIJjSebTv8xMTAR-EXVDdjVEp8,PIZZA Raissa,"Jl. Karya No.247, Karang Berombak, Kec. Medan Bar., Kota Medan, Sumatera Utara 20214, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,unknown,True,True
ChIJUztYJyYXsocRmY-k3jYYJrw,District 10 Restaurant & Bar,"Forum Nine, Jl. Imam Bonjol No.9, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.3,PRICE_LEVEL_EXPENSIVE,True,True,True,True
ChIJcUJhLxYxMTARLHYoNx0NnFc,Goloso Pasta Pizzeria Medan,"Tengah People & Place, belakang Uniland, HMQJ+2MX, Gg. Buntu, Kec. Medan Tim., Kota Medan, Sumatera Utara 20212, Indonesia",4.3,unknown,True,True,True,True
ChIJQba7YnglMTARS8T9O4FpjYE,Pizza Oei and Pattiserie,"Komplek Setiabudi Raya, Jl. Setia Budi No.11 blok B, Simpang Selayang, Kec. Medan Tuntungan, Kota Medan, Sumatera Utara 20135, Indonesia",4.5,unknown,unknown,unknown,unknown,True
ChIJOyK09JDxtocRk3bjUQgTHxQ,FRY PIZZA MINI,"HPC2+R9X, Jl. Megawati, Ps. Merah Tim., Kec. Medan Area, Kota Medan, Sumatera Utara 20215, Indonesia",4.4,unknown,unknown,True,unknown,True
ChIJdTeSrFG_QIYRo6crx-6ZAmI,Veganza House pizza,"Jl. Mustafa No.68 A, Pulo Brayan Darat I, Kec. Medan Tim., Kota Medan, Sumatera Utara 20238, Indonesia",4.6,unknown,True,unknown,unknown,True
ChIJ4Ru2Y8svMTARp9vrJ4yRotA,Warung Ramen So Joy,"Jl. Setia Budi No.55 C, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122, Indonesia",4.3,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJ1xvRu8svMTAR1dFVLC4trhU,kakata ramen,"Jl. Setia Budi No.69D, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20632, Indonesia",4.5,unknown,unknown,unknown,unknown,True
ChIJZ_2ePhwtDogRNS0ykoAYcJ0,Daifuku Ramen,"Jl. S. Parman No.105b, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia",3.5,unknown,True,unknown,unknown,True
ChIJHd2ydWXttocRa69nQaaCPw8,Ramen,"Jl. Taruma No.31, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",5,unknown,unknown,unknown,unknown,True
ChIJ7QZHXV0xMTARDmcwKm4KPF4,RamenYA! Mall Centre Point Medan,"HMRJ+WG6, Jl. Jawa, Gg. Buntu, Kec. Medan Tim., Kota Medan, Sumatera Utara, Indonesia",4.4,unknown,unknown,unknown,True,True
ChIJMwHGGe_xaS4RV53QUMiYeYA,Ramen Kakek Jepang,"GMJR+HVC, Jl. STM Jl. Suka Agung kanal, ujung, Kec. Medan Johor, Kota Medan, Sumatera Utara 20146, Indonesia",5,unknown,unknown,unknown,unknown,True
ChIJ6Qlkvi8xMTARbFmptc-M050,1950 Ramen,"Jl. Ismailiyah No.49, Kota Matsum I, Kec. Medan Area, Kota Medan, Sumatera Utara 20211, Indonesia",4.2,unknown,unknown,unknown,unknown,True
ChIJS-_Kg4YzMTAR_X1fAFcOqro,Sasini Ramen,"Jl. Bilal Ujung No.216, Indra Kasih, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20221, Indonesia",4.6,unknown,True,True,unknown,True
ChIJIw8c9_o_yIYR95tThXPvYFs,Orizuru Ramen,"Jl. S. Parman No.248A, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.5,unknown,True,True,unknown,True
ChIJC3rVdJ3jvi0Rbco4JpRgDmg,GOKANA Ramen & Teppan,"Sun Plaza, Jl. KH. Zainul Arifin No.53 lantai 4, Madras Hulu, Medan Polonia, Medan City, North Sumatra 20151, Indonesia",4.2,PRICE_LEVEL_MODERATE,True,unknown,True,True
ChIJh6377KRK3YARTdHl_d6sU3Y,Hakata Ikkousha,"Jl. Taruma No.80-82, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20151, Indonesia",4.7,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJocAkO86xD4gRPpPtFtuR6Lk,Ramenlab,"Jl. Karya No.108, Sei Agul, Kec. Medan Bar., Kota Medan, Sumatera Utara 20235, Indonesia",4.8,unknown,True,unknown,unknown,True
ChIJEWJXD77amoARxLiyktBK_n8,Kansai ramen,"Gg. Pipa No.I, Gedung Johor, Kec. Medan Johor, Kota Medan, Sumatera Utara, Indonesia",unknown,unknown,unknown,unknown,unknown,True
ChIJaWvJ2lIxMTARmzyhNYgksYc,RamenYA! Sun Plaza Medan,"HMJC+PJM, Jl. KH. Zainul Arifin, Petisah Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara, Indonesia",4.7,unknown,unknown,unknown,unknown,True
ChIJ07H1Yl5OqEcRtiJnf1c3Ptk,HAKORAMEN,"Jl. Suka Ikhlas No.7, Suka Maju, Kec. Medan Johor, Kota Medan, Sumatera Utara 20217, Indonesia",4.7,unknown,unknown,unknown,unknown,True
ChIJi0v768cxMTARV1Me1uQTvkI,Marutama Ra - Men & Nabe,"Lantai 1 Mall Centre Point, Jl. Jawa, Gang Buntu, Medan Timur, Medan City, North Sumatra 20236, Indonesia",4.5,unknown,True,False,True,True
ChIJ15jCTuYzMTARmH5evfWaCh0,Orizuru Ramen J-City,"Jl. J City Blok B 16, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara 20146, Indonesia",4.7,unknown,True,unknown,unknown,True
ChIJXbwgCgcxMTARN65D-OLK7eY,Juro ramen,"Jl. Kumango No.13, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20212, Indonesia",4.9,unknown,True,False,True,True
ChIJa4Y87QHPTYYR4UjpgMJFZc4,Kuroiki Ramen Bar,"Jl. Orion No.58, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia",4.7,unknown,True,unknown,True,True
ChIJqZM3nxMxMTAReWHGLoRHE8I,Jozu Eats,"Jl. Bima Sakti No.16, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia",4.6,unknown,True,unknown,unknown,True
ChIJrbUpddMxMTARqvOs0vnkpkM,Koki Sunda,"Jl. Hasanuddin No.1, Petisah Hulu, Kec. Medan Baru, Kota Medan, Sumatera Utara 20152, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,True,True,True
